Date,Product_ID,Product,Category,Store,City,Price,Discount,Promotion,Inventory,Sales
2024-01-13,P002,Smartphone,Electronics,S02,Mumbai,23612,5,0,143,14
2024-01-14,P002,Smartphone,Electronics,S02,Mumbai,26135,0,0,130,13
2024-01-15,P002,Smartphone,Electronics,S02,Mumbai,25536,0,0,261,5
2024-01-16,P002,Smartphone,Electronics,S02,Mumbai,24866,0,0,252,9
2024-01-17,P002,Smartphone,Electronics,S02,Mumbai,24853,10,1,234,18
2024-01-18,P002,Smartphone,Electronics,S02,Mumbai,30053,5,0,228,6
2024-01-19,P002,Smartphone,Electronics,S02,Mumbai,25857,0,0,216,12
2024-01-20,P002,Smartphone,Electronics,S02,Mumbai,23615,0,0,200,16
2024-01-21,P002,Smartphone,Electronics,S02,Mumbai,25729,0,0,191,9
2024-01-22,P002,Smartphone,Electronics,S02,Mumbai,21306,5,0,304,10
2024-01-23,P002,Smartphone,Electronics,S02,Mumbai,22725,10,1,290,14
2024-01-24,P002,Smartphone,Electronics,S02,Mumbai,23972,5,0,280,10
2024-01-25,P002,Smartphone,Electronics,S02,Mumbai,21387,5,0,268,12
2024-01-26,P002,Smartphone,Electronics,S02,Mumbai,27644,0,0,263,5
2024-01-27,P002,Smartphone,Electronics,S02,Mumbai,25320,5,0,248,15
2024-01-28,P002,Smartphone,Electronics,S02,Mumbai,21967,8,0,230,18
2024-01-29,P002,Smartphone,Electronics,S02,Mumbai,22438,5,0,218,12
2024-01-30,P002,Smartphone,Electronics,S02,Mumbai,23166,5,0,209,9
2024-01-31,P002,Smartphone,Electronics,S02,Mumbai,23765,0,0,198,11
2024-02-01,P002,Smartphone,Electronics,S02,Mumbai,25362,5,0,290,9
2024-02-02,P002,Smartphone,Electronics,S02,Mumbai,20092,15,1,273,17
2024-02-03,P002,Smartphone,Electronics,S02,Mumbai,23491,5,0,259,14
2024-02-04,P002,Smartphone,Electronics,S02,Mumbai,22848,0,0,242,17
2024-02-05,P002,Smartphone,Electronics,S02,Mumbai,22401,0,0,232,10
2024-02-06,P002,Smartphone,Electronics,S02,Mumbai,27268,0,0,221,11
2024-02-07,P002,Smartphone,Electronics,S02,Mumbai,21407,20,1,203,18
2024-02-08,P002,Smartphone,Electronics,S02,Mumbai,24008,0,0,276,8
2024-02-09,P002,Smartphone,Electronics,S02,Mumbai,23277,0,0,269,7
2024-02-10,P002,Smartphone,Electronics,S02,Mumbai,27338,0,0,257,12
2024-02-11,P002,Smartphone,Electronics,S02,Mumbai,25171,5,0,245,12
2024-02-12,P002,Smartphone,Electronics,S02,Mumbai,19563,25,1,216,29
2024-02-13,P002,Smartphone,Electronics,S02,Mumbai,21577,5,0,206,10
2024-02-14,P002,Smartphone,Electronics,S02,Mumbai,21342,8,0,191,15
2024-02-15,P002,Smartphone,Electronics,S02,Mumbai,24963,0,0,180,11
2024-02-16,P002,Smartphone,Electronics,S02,Mumbai,18135,8,0,168,12
2024-02-17,P002,Smartphone,Electronics,S02,Mumbai,23064,5,0,153,15
2024-02-18,P002,Smartphone,Electronics,S02,Mumbai,26317,0,0,141,12
2024-02-19,P002,Smartphone,Electronics,S02,Mumbai,28159,0,0,131,10
2024-02-20,P002,Smartphone,Electronics,S02,Mumbai,28011,0,0,123,8
2024-02-21,P002,Smartphone,Electronics,S02,Mumbai,22489,8,0,111,12
2024-02-22,P002,Smartphone,Electronics,S02,Mumbai,22232,8,0,235,12
2024-02-23,P002,Smartphone,Electronics,S02,Mumbai,24922,0,0,222,13
2024-02-24,P002,Smartphone,Electronics,S02,Mumbai,25235,5,0,207,15
2024-02-25,P002,Smartphone,Electronics,S02,Mumbai,25309,5,0,195,12
2024-02-26,P002,Smartphone,Electronics,S02,Mumbai,23731,5,0,184,11
2024-02-27,P002,Smartphone,Electronics,S02,Mumbai,25496,0,0,175,9
2024-02-28,P002,Smartphone,Electronics,S02,Mumbai,25623,8,0,165,10
2024-02-29,P002,Smartphone,Electronics,S02,Mumbai,22149,0,0,154,11
2024-03-01,P002,Smartphone,Electronics,S02,Mumbai,25100,0,0,144,10
2024-03-02,P002,Smartphone,Electronics,S02,Mumbai,21806,10,1,119,25
2024-03-03,P002,Smartphone,Electronics,S02,Mumbai,19287,10,1,100,19
2024-03-04,P002,Smartphone,Electronics,S02,Mumbai,21797,8,0,88,12
2024-03-05,P002,Smartphone,Electronics,S02,Mumbai,22321,0,0,77,11
2024-03-06,P002,Smartphone,Electronics,S02,Mumbai,23268,5,0,65,12
2024-03-07,P002,Smartphone,Electronics,S02,Mumbai,25583,5,0,53,12
2024-03-08,P002,Smartphone,Electronics,S02,Mumbai,22979,0,0,161,10
2024-03-09,P002,Smartphone,Electronics,S02,Mumbai,24878,0,0,147,14
2024-03-10,P002,Smartphone,Electronics,S02,Mumbai,26529,0,0,137,10
2024-03-11,P002,Smartphone,Electronics,S02,Mumbai,22550,8,0,124,13
2024-03-12,P002,Smartphone,Electronics,S02,Mumbai,27833,0,0,114,10
2024-03-13,P002,Smartphone,Electronics,S02,Mumbai,26073,0,0,101,13
2024-03-14,P002,Smartphone,Electronics,S02,Mumbai,27393,5,0,91,10
2024-03-15,P002,Smartphone,Electronics,S02,Mumbai,21907,5,0,212,12
2024-03-16,P002,Smartphone,Electronics,S02,Mumbai,22855,5,0,201,11
2024-03-17,P002,Smartphone,Electronics,S02,Mumbai,25249,0,0,190,11
2024-03-18,P002,Smartphone,Electronics,S02,Mumbai,24782,0,0,183,7
2024-03-19,P002,Smartphone,Electronics,S02,Mumbai,24136,8,0,170,13
2024-03-20,P002,Smartphone,Electronics,S02,Mumbai,23020,5,0,160,10
2024-03-21,P002,Smartphone,Electronics,S02,Mumbai,22699,8,0,149,11
2024-03-22,P002,Smartphone,Electronics,S02,Mumbai,24923,0,0,281,12
2024-03-23,P002,Smartphone,Electronics,S02,Mumbai,26118,0,0,267,14
2024-03-24,P002,Smartphone,Electronics,S02,Mumbai,22506,0,0,257,10
2024-03-25,P002,Smartphone,Electronics,S02,Mumbai,25233,5,0,247,10
2024-03-26,P002,Smartphone,Electronics,S02,Mumbai,21713,5,0,233,14
2024-03-27,P002,Smartphone,Electronics,S02,Mumbai,22680,5,0,224,9
2024-03-28,P002,Smartphone,Electronics,S02,Mumbai,23266,0,0,215,9
2024-03-29,P002,Smartphone,Electronics,S02,Mumbai,23409,0,0,204,11
2024-03-30,P002,Smartphone,Electronics,S02,Mumbai,28101,0,0,196,8
2024-03-31,P002,Smartphone,Electronics,S02,Mumbai,23101,5,0,183,13
2024-04-01,P002,Smartphone,Electronics,S02,Mumbai,23854,8,0,171,12
2024-04-02,P002,Smartphone,Electronics,S02,Mumbai,23446,5,0,162,9
2024-04-03,P002,Smartphone,Electronics,S02,Mumbai,24063,8,0,154,8
2024-04-04,P002,Smartphone,Electronics,S02,Mumbai,19676,5,0,136,18
2024-04-05,P002,Smartphone,Electronics,S02,Mumbai,17538,25,1,113,23
2024-04-06,P002,Smartphone,Electronics,S02,Mumbai,22173,15,1,84,29
2024-04-07,P002,Smartphone,Electronics,S02,Mumbai,21416,20,1,50,34
2024-04-08,P002,Smartphone,Electronics,S02,Mumbai,21009,5,0,35,15
2024-04-09,P002,Smartphone,Electronics,S02,Mumbai,26021,0,0,24,11
2024-04-10,P002,Smartphone,Electronics,S02,Mumbai,24552,5,0,143,7
2024-04-11,P002,Smartphone,Electronics,S02,Mumbai,19645,8,0,133,10
2024-04-12,P002,Smartphone,Electronics,S02,Mumbai,25764,0,0,124,9
2024-04-13,P002,Smartphone,Electronics,S02,Mumbai,23910,0,0,109,15
2024-04-14,P002,Smartphone,Electronics,S02,Mumbai,22648,5,0,94,15
2024-04-15,P002,Smartphone,Electronics,S02,Mumbai,24159,5,0,214,11
2024-04-16,P002,Smartphone,Electronics,S02,Mumbai,27142,8,0,204,10
2024-04-17,P002,Smartphone,Electronics,S02,Mumbai,21895,0,0,189,15
2024-04-18,P002,Smartphone,Electronics,S02,Mumbai,20368,5,0,178,11
2024-04-19,P002,Smartphone,Electronics,S02,Mumbai,25084,0,0,169,9
2024-04-20,P002,Smartphone,Electronics,S02,Mumbai,23628,5,0,156,13
2024-04-21,P002,Smartphone,Electronics,S02,Mumbai,28071,0,0,149,7
2024-04-22,P002,Smartphone,Electronics,S02,Mumbai,25174,0,0,282,9
2024-04-23,P002,Smartphone,Electronics,S02,Mumbai,26565,0,0,273,9
2024-04-24,P002,Smartphone,Electronics,S02,Mumbai,24409,5,0,261,12
2024-04-25,P002,Smartphone,Electronics,S02,Mumbai,24806,5,0,251,10
2024-04-26,P002,Smartphone,Electronics,S02,Mumbai,24415,5,0,239,12
2024-04-27,P002,Smartphone,Electronics,S02,Mumbai,27402,0,0,227,12
2024-04-28,P002,Smartphone,Electronics,S02,Mumbai,21627,5,0,213,14
2024-04-29,P002,Smartphone,Electronics,S02,Mumbai,24025,5,0,202,11
2024-04-30,P002,Smartphone,Electronics,S02,Mumbai,26254,0,0,190,12
2024-05-01,P002,Smartphone,Electronics,S02,Mumbai,21229,0,0,293,11
2024-05-02,P002,Smartphone,Electronics,S02,Mumbai,23648,5,0,281,12
2024-05-03,P002,Smartphone,Electronics,S02,Mumbai,26102,0,0,271,10
2024-05-04,P002,Smartphone,Electronics,S02,Mumbai,18584,25,1,244,27
2024-05-05,P002,Smartphone,Electronics,S02,Mumbai,20528,20,1,217,27
2024-05-06,P002,Smartphone,Electronics,S02,Mumbai,27225,0,0,206,11
2024-05-07,P002,Smartphone,Electronics,S02,Mumbai,26025,5,0,198,8
2024-05-08,P002,Smartphone,Electronics,S02,Mumbai,19425,15,1,177,21
2024-05-09,P002,Smartphone,Electronics,S02,Mumbai,24838,0,0,167,10
2024-05-10,P002,Smartphone,Electronics,S02,Mumbai,19350,15,1,152,15
2024-05-11,P002,Smartphone,Electronics,S02,Mumbai,25465,0,0,141,11
2024-05-12,P002,Smartphone,Electronics,S02,Mumbai,23785,10,1,122,19
2024-05-13,P002,Smartphone,Electronics,S02,Mumbai,23225,0,0,116,6
2024-05-14,P002,Smartphone,Electronics,S02,Mumbai,23370,15,1,98,18
2024-05-15,P002,Smartphone,Electronics,S02,Mumbai,20907,5,0,90,8
2024-05-16,P002,Smartphone,Electronics,S02,Mumbai,23805,0,0,79,11
2024-05-17,P002,Smartphone,Electronics,S02,Mumbai,23945,0,0,70,9
2024-05-18,P002,Smartphone,Electronics,S02,Mumbai,25631,5,0,59,11
2024-05-19,P002,Smartphone,Electronics,S02,Mumbai,22453,5,0,44,15
2024-05-20,P002,Smartphone,Electronics,S02,Mumbai,24439,0,0,36,8
2024-05-21,P002,Smartphone,Electronics,S02,Mumbai,26414,0,0,26,10
2024-05-22,P002,Smartphone,Electronics,S02,Mumbai,25330,5,0,109,9
2024-05-23,P002,Smartphone,Electronics,S02,Mumbai,22236,0,0,100,9
2024-05-24,P002,Smartphone,Electronics,S02,Mumbai,27664,5,0,93,7
2024-05-25,P002,Smartphone,Electronics,S02,Mumbai,24628,0,0,83,10
2024-05-26,P002,Smartphone,Electronics,S02,Mumbai,20172,25,1,59,24
2024-05-27,P002,Smartphone,Electronics,S02,Mumbai,22095,8,0,47,12
2024-05-28,P002,Smartphone,Electronics,S02,Mumbai,21041,8,0,36,11
2024-05-29,P002,Smartphone,Electronics,S02,Mumbai,26413,5,0,26,10
2024-05-30,P002,Smartphone,Electronics,S02,Mumbai,23997,5,0,120,10
2024-05-31,P002,Smartphone,Electronics,S02,Mumbai,22995,5,0,110,10
2024-06-01,P002,Smartphone,Electronics,S02,Mumbai,19215,5,0,103,7
2024-06-02,P002,Smartphone,Electronics,S02,Mumbai,25902,0,0,94,9
2024-06-03,P002,Smartphone,Electronics,S02,Mumbai,23028,0,0,88,6
2024-06-04,P002,Smartphone,Electronics,S02,Mumbai,23884,0,0,81,7
2024-06-05,P002,Smartphone,Electronics,S02,Mumbai,27846,0,0,76,5
2024-06-06,P002,Smartphone,Electronics,S02,Mumbai,25200,5,0,68,8
2024-06-07,P002,Smartphone,Electronics,S02,Mumbai,24581,0,0,60,8
2024-06-08,P002,Smartphone,Electronics,S02,Mumbai,22000,15,1,151,16
2024-06-09,P002,Smartphone,Electronics,S02,Mumbai,17918,0,0,137,14
2024-06-10,P002,Smartphone,Electronics,S02,Mumbai,23711,5,0,131,6
2024-06-11,P002,Smartphone,Electronics,S02,Mumbai,26840,0,0,124,7
2024-06-12,P002,Smartphone,Electronics,S02,Mumbai,21095,8,0,115,9
2024-06-13,P002,Smartphone,Electronics,S02,Mumbai,25103,0,0,108,7
2024-06-14,P002,Smartphone,Electronics,S02,Mumbai,17595,25,1,93,15
2024-06-15,P002,Smartphone,Electronics,S02,Mumbai,25147,5,0,216,8
2024-06-16,P002,Smartphone,Electronics,S02,Mumbai,23822,5,0,204,12
2024-06-17,P002,Smartphone,Electronics,S02,Mumbai,25331,0,0,195,9
2024-06-18,P002,Smartphone,Electronics,S02,Mumbai,28910,0,0,190,5
2024-06-19,P002,Smartphone,Electronics,S02,Mumbai,23957,0,0,182,8
2024-06-20,P002,Smartphone,Electronics,S02,Mumbai,18508,25,1,167,15
2024-06-21,P002,Smartphone,Electronics,S02,Mumbai,24301,0,0,161,6
2024-06-22,P002,Smartphone,Electronics,S02,Mumbai,25049,0,0,151,10
2024-06-23,P002,Smartphone,Electronics,S02,Mumbai,21735,20,1,127,24
2024-06-24,P002,Smartphone,Electronics,S02,Mumbai,24365,0,0,117,10
2024-06-25,P002,Smartphone,Electronics,S02,Mumbai,22852,0,0,111,6
2024-06-26,P002,Smartphone,Electronics,S02,Mumbai,22515,0,0,105,6
2024-06-27,P002,Smartphone,Electronics,S02,Mumbai,26516,0,0,95,10
2024-06-28,P002,Smartphone,Electronics,S02,Mumbai,28446,0,0,91,4
2024-06-29,P002,Smartphone,Electronics,S02,Mumbai,26713,0,0,79,12
2024-06-30,P002,Smartphone,Electronics,S02,Mumbai,26995,0,0,70,9
2024-07-01,P002,Smartphone,Electronics,S02,Mumbai,25336,0,0,64,6
2024-07-02,P002,Smartphone,Electronics,S02,Mumbai,26494,0,0,58,6
2024-07-03,P002,Smartphone,Electronics,S02,Mumbai,26370,0,0,51,7
2024-07-04,P002,Smartphone,Electronics,S02,Mumbai,25726,0,0,44,7
2024-07-05,P002,Smartphone,Electronics,S02,Mumbai,18209,25,1,24,20
2024-07-06,P002,Smartphone,Electronics,S02,Mumbai,26649,5,0,135,8
2024-07-07,P002,Smartphone,Electronics,S02,Mumbai,20892,8,0,123,12
2024-07-08,P002,Smartphone,Electronics,S02,Mumbai,26748,0,0,117,6
2024-07-09,P002,Smartphone,Electronics,S02,Mumbai,25410,0,0,109,8
2024-07-10,P002,Smartphone,Electronics,S02,Mumbai,23383,5,0,102,7
2024-07-11,P002,Smartphone,Electronics,S02,Mumbai,22182,0,0,93,9
2024-07-12,P002,Smartphone,Electronics,S02,Mumbai,23112,8,0,85,8
2024-07-13,P002,Smartphone,Electronics,S02,Mumbai,29129,0,0,78,7
2024-07-14,P002,Smartphone,Electronics,S02,Mumbai,25645,0,0,67,11
2024-07-15,P002,Smartphone,Electronics,S02,Mumbai,23657,5,0,177,7
2024-07-16,P002,Smartphone,Electronics,S02,Mumbai,26955,0,0,168,9
2024-07-17,P002,Smartphone,Electronics,S02,Mumbai,22528,5,0,160,8
2024-07-18,P002,Smartphone,Electronics,S02,Mumbai,26254,0,0,153,7
2024-07-19,P002,Smartphone,Electronics,S02,Mumbai,23842,10,1,139,14
2024-07-20,P002,Smartphone,Electronics,S02,Mumbai,26701,0,0,131,8
2024-07-21,P002,Smartphone,Electronics,S02,Mumbai,24443,0,0,121,10
2024-07-22,P002,Smartphone,Electronics,S02,Mumbai,23393,0,0,205,9
2024-07-23,P002,Smartphone,Electronics,S02,Mumbai,23396,0,0,200,5
2024-07-24,P002,Smartphone,Electronics,S02,Mumbai,24414,0,0,193,7
2024-07-25,P002,Smartphone,Electronics,S02,Mumbai,24379,0,0,184,9
2024-07-26,P002,Smartphone,Electronics,S02,Mumbai,26651,5,0,175,9
2024-07-27,P002,Smartphone,Electronics,S02,Mumbai,23788,0,0,165,10
2024-07-28,P002,Smartphone,Electronics,S02,Mumbai,22103,8,0,157,8
2024-07-29,P002,Smartphone,Electronics,S02,Mumbai,24847,0,0,148,9
2024-07-30,P002,Smartphone,Electronics,S02,Mumbai,23113,5,0,140,8
2024-07-31,P002,Smartphone,Electronics,S02,Mumbai,22484,5,0,131,9
2024-08-01,P002,Smartphone,Electronics,S02,Mumbai,24512,0,0,251,9
2024-08-02,P002,Smartphone,Electronics,S02,Mumbai,23670,0,0,245,6
2024-08-03,P002,Smartphone,Electronics,S02,Mumbai,23403,5,0,235,10
2024-08-04,P002,Smartphone,Electronics,S02,Mumbai,27536,0,0,226,9
2024-08-05,P002,Smartphone,Electronics,S02,Mumbai,25243,8,0,218,8
2024-08-06,P002,Smartphone,Electronics,S02,Mumbai,24381,5,0,212,6
2024-08-07,P002,Smartphone,Electronics,S02,Mumbai,25299,0,0,204,8
2024-08-08,P002,Smartphone,Electronics,S02,Mumbai,26518,5,0,279,8
2024-08-09,P002,Smartphone,Electronics,S02,Mumbai,26013,0,0,271,8
2024-08-10,P002,Smartphone,Electronics,S02,Mumbai,23308,5,0,264,7
2024-08-11,P002,Smartphone,Electronics,S02,Mumbai,23520,8,0,254,10
2024-08-12,P002,Smartphone,Electronics,S02,Mumbai,28989,0,0,249,5
2024-08-13,P002,Smartphone,Electronics,S02,Mumbai,21785,0,0,242,7
2024-08-14,P002,Smartphone,Electronics,S02,Mumbai,26772,5,0,235,7
2024-08-15,P002,Smartphone,Electronics,S02,Mumbai,26340,5,0,309,8
2024-08-16,P002,Smartphone,Electronics,S02,Mumbai,23827,5,0,302,7
2024-08-17,P002,Smartphone,Electronics,S02,Mumbai,21910,0,0,295,7
2024-08-18,P002,Smartphone,Electronics,S02,Mumbai,23360,8,0,284,11
2024-08-19,P002,Smartphone,Electronics,S02,Mumbai,25688,0,0,276,8
2024-08-20,P002,Smartphone,Electronics,S02,Mumbai,28167,0,0,270,6
2024-08-21,P002,Smartphone,Electronics,S02,Mumbai,23516,5,0,263,7
2024-08-22,P002,Smartphone,Electronics,S02,Mumbai,29044,0,0,257,6
2024-08-23,P002,Smartphone,Electronics,S02,Mumbai,23112,0,0,251,6
2024-08-24,P002,Smartphone,Electronics,S02,Mumbai,27506,0,0,245,6
2024-08-25,P002,Smartphone,Electronics,S02,Mumbai,26410,8,0,240,5
2024-08-26,P002,Smartphone,Electronics,S02,Mumbai,26452,5,0,232,8
2024-08-27,P002,Smartphone,Electronics,S02,Mumbai,23975,5,0,225,7
2024-08-28,P002,Smartphone,Electronics,S02,Mumbai,21585,25,1,206,19
2024-08-29,P002,Smartphone,Electronics,S02,Mumbai,22033,5,0,200,6
2024-08-30,P002,Smartphone,Electronics,S02,Mumbai,25354,0,0,193,7
2024-08-31,P002,Smartphone,Electronics,S02,Mumbai,20203,8,0,182,11
2024-09-01,P002,Smartphone,Electronics,S02,Mumbai,21943,8,0,264,15
2024-09-02,P002,Smartphone,Electronics,S02,Mumbai,25128,5,0,252,12
2024-09-03,P002,Smartphone,Electronics,S02,Mumbai,26817,0,0,244,8
2024-09-04,P002,Smartphone,Electronics,S02,Mumbai,25737,0,0,234,10
2024-09-05,P002,Smartphone,Electronics,S02,Mumbai,21218,5,0,222,12
2024-09-06,P002,Smartphone,Electronics,S02,Mumbai,26415,8,0,212,10
2024-09-07,P002,Smartphone,Electronics,S02,Mumbai,20066,8,0,197,15
2024-09-08,P002,Smartphone,Electronics,S02,Mumbai,21443,5,0,279,16
2024-09-09,P002,Smartphone,Electronics,S02,Mumbai,24265,0,0,270,9
2024-09-10,P002,Smartphone,Electronics,S02,Mumbai,23992,5,0,261,9
2024-09-11,P002,Smartphone,Electronics,S02,Mumbai,23887,0,0,252,9
2024-09-12,P002,Smartphone,Electronics,S02,Mumbai,24684,5,0,244,8
2024-09-13,P002,Smartphone,Electronics,S02,Mumbai,23700,15,1,228,16
2024-09-14,P002,Smartphone,Electronics,S02,Mumbai,21648,5,0,211,17
2024-09-15,P002,Smartphone,Electronics,S02,Mumbai,26600,5,0,192,19
2024-09-16,P002,Smartphone,Electronics,S02,Mumbai,27741,0,0,186,6
2024-09-17,P002,Smartphone,Electronics,S02,Mumbai,25420,0,0,173,13
2024-09-18,P002,Smartphone,Electronics,S02,Mumbai,23443,0,0,165,8
2024-09-19,P002,Smartphone,Electronics,S02,Mumbai,23009,5,0,157,8
2024-09-20,P002,Smartphone,Electronics,S02,Mumbai,23784,0,0,148,9
2024-09-21,P002,Smartphone,Electronics,S02,Mumbai,22467,15,1,128,20
2024-09-22,P002,Smartphone,Electronics,S02,Mumbai,23997,5,0,260,11
2024-09-23,P002,Smartphone,Electronics,S02,Mumbai,26388,0,0,252,8
2024-09-24,P002,Smartphone,Electronics,S02,Mumbai,21591,15,1,233,19
2024-09-25,P002,Smartphone,Electronics,S02,Mumbai,23567,0,0,222,11
2024-09-26,P002,Smartphone,Electronics,S02,Mumbai,19920,5,0,208,14
2024-09-27,P002,Smartphone,Electronics,S02,Mumbai,20562,0,0,197,11
2024-09-28,P002,Smartphone,Electronics,S02,Mumbai,24731,8,0,187,10
2024-09-29,P002,Smartphone,Electronics,S02,Mumbai,25847,0,0,174,13
2024-09-30,P002,Smartphone,Electronics,S02,Mumbai,24370,5,0,165,9
2024-10-01,P002,Smartphone,Electronics,S02,Mumbai,24069,0,0,261,7
2024-10-02,P002,Smartphone,Electronics,S02,Mumbai,24753,8,0,251,10
2024-10-03,P002,Smartphone,Electronics,S02,Mumbai,25855,0,0,239,12
2024-10-04,P002,Smartphone,Electronics,S02,Mumbai,21505,15,1,222,17
2024-10-05,P002,Smartphone,Electronics,S02,Mumbai,22125,20,1,196,26
2024-10-06,P002,Smartphone,Electronics,S02,Mumbai,23549,5,0,185,11
2024-10-07,P002,Smartphone,Electronics,S02,Mumbai,22168,5,0,174,11
2024-10-08,P002,Smartphone,Electronics,S02,Mumbai,28041,0,0,168,6
2024-10-09,P002,Smartphone,Electronics,S02,Mumbai,25782,5,0,161,7
2024-10-10,P002,Smartphone,Electronics,S02,Mumbai,26790,5,0,149,12
2024-10-11,P002,Smartphone,Electronics,S02,Mumbai,22952,0,0,139,10
2024-10-12,P002,Smartphone,Electronics,S02,Mumbai,24972,5,0,128,11
2024-10-13,P002,Smartphone,Electronics,S02,Mumbai,28765,0,0,117,11
2024-10-14,P002,Smartphone,Electronics,S02,Mumbai,22042,8,0,105,12
2024-10-15,P002,Smartphone,Electronics,S02,Mumbai,23527,0,0,196,10
2024-10-16,P002,Smartphone,Electronics,S02,Mumbai,23653,0,0,185,11
2024-10-17,P002,Smartphone,Electronics,S02,Mumbai,24010,0,0,175,10
2024-10-18,P002,Smartphone,Electronics,S02,Mumbai,21669,15,1,150,25
2024-10-19,P002,Smartphone,Electronics,S02,Mumbai,26758,0,0,136,14
2024-10-20,P002,Smartphone,Electronics,S02,Mumbai,20252,20,1,112,24
2024-10-21,P002,Smartphone,Electronics,S02,Mumbai,24210,5,0,99,13
2024-10-22,P002,Smartphone,Electronics,S02,Mumbai,24724,5,0,214,9
2024-10-23,P002,Smartphone,Electronics,S02,Mumbai,21409,0,0,204,10
2024-10-24,P002,Smartphone,Electronics,S02,Mumbai,23489,5,0,196,8
2024-10-25,P002,Smartphone,Electronics,S02,Mumbai,22844,5,0,188,8
2024-10-26,P002,Smartphone,Electronics,S02,Mumbai,27985,5,0,177,11
2024-10-27,P002,Smartphone,Electronics,S02,Mumbai,24933,5,0,165,12
2024-10-28,P002,Smartphone,Electronics,S02,Mumbai,25674,0,0,159,6
2024-10-29,P002,Smartphone,Electronics,S02,Mumbai,28341,0,0,152,7
2024-10-30,P002,Smartphone,Electronics,S02,Mumbai,25926,5,0,141,11
2024-10-31,P002,Smartphone,Electronics,S02,Mumbai,20332,5,0,129,12
2024-11-01,P002,Smartphone,Electronics,S02,Mumbai,25810,0,0,207,15
2024-11-02,P002,Smartphone,Electronics,S02,Mumbai,24546,0,0,185,22
2024-11-03,P002,Smartphone,Electronics,S02,Mumbai,19009,0,0,162,23
2024-11-04,P002,Smartphone,Electronics,S02,Mumbai,26584,0,0,145,17
2024-11-05,P002,Smartphone,Electronics,S02,Mumbai,23605,0,0,131,14
2024-11-06,P002,Smartphone,Electronics,S02,Mumbai,22578,5,0,117,14
2024-11-07,P002,Smartphone,Electronics,S02,Mumbai,22936,0,0,105,12
2024-11-08,P002,Smartphone,Electronics,S02,Mumbai,24574,5,0,218,15
2024-11-09,P002,Smartphone,Electronics,S02,Mumbai,22241,5,0,192,26
2024-11-10,P002,Smartphone,Electronics,S02,Mumbai,24963,5,0,175,17
2024-11-11,P002,Smartphone,Electronics,S02,Mumbai,24242,0,0,159,16
2024-11-12,P002,Smartphone,Electronics,S02,Mumbai,24833,5,0,147,12
2024-11-13,P002,Smartphone,Electronics,S02,Mumbai,23151,0,0,128,19
2024-11-14,P002,Smartphone,Electronics,S02,Mumbai,23256,5,0,110,18
2024-11-15,P002,Smartphone,Electronics,S02,Mumbai,22911,10,1,81,29
2024-11-16,P002,Smartphone,Electronics,S02,Mumbai,24937,5,0,61,20
2024-11-17,P002,Smartphone,Electronics,S02,Mumbai,25318,0,0,45,16
2024-11-18,P002,Smartphone,Electronics,S02,Mumbai,24666,0,0,32,13
2024-11-19,P002,Smartphone,Electronics,S02,Mumbai,20692,15,1,120,28
2024-11-20,P002,Smartphone,Electronics,S02,Mumbai,29192,0,0,109,11
2024-11-21,P002,Smartphone,Electronics,S02,Mumbai,22692,0,0,95,14
2024-11-22,P002,Smartphone,Electronics,S02,Mumbai,24669,8,0,187,15
2024-11-23,P002,Smartphone,Electronics,S02,Mumbai,24157,0,0,173,14
2024-11-24,P002,Smartphone,Electronics,S02,Mumbai,23419,8,0,153,20
2024-11-25,P002,Smartphone,Electronics,S02,Mumbai,23988,5,0,141,12
2024-11-26,P002,Smartphone,Electronics,S02,Mumbai,23476,0,0,126,15
2024-11-27,P002,Smartphone,Electronics,S02,Mumbai,21084,5,0,106,20
2024-11-28,P002,Smartphone,Electronics,S02,Mumbai,21107,5,0,89,17
2024-11-29,P002,Smartphone,Electronics,S02,Mumbai,24128,0,0,76,13
2024-11-30,P002,Smartphone,Electronics,S02,Mumbai,20698,5,0,53,23
2024-12-01,P002,Smartphone,Electronics,S02,Mumbai,21453,5,0,155,24
2024-12-02,P002,Smartphone,Electronics,S02,Mumbai,28480,0,0,143,12
2024-12-03,P002,Smartphone,Electronics,S02,Mumbai,20686,5,0,122,21
2024-12-04,P002,Smartphone,Electronics,S02,Mumbai,26317,0,0,105,17
2024-12-05,P002,Smartphone,Electronics,S02,Mumbai,23882,0,0,91,14
2024-12-06,P002,Smartphone,Electronics,S02,Mumbai,23374,0,0,72,19
2024-12-07,P002,Smartphone,Electronics,S02,Mumbai,23998,0,0,55,17
2024-12-08,P002,Smartphone,Electronics,S02,Mumbai,23706,0,0,151,19
2024-12-09,P002,Smartphone,Electronics,S02,Mumbai,26417,5,0,139,12
2024-12-10,P002,Smartphone,Electronics,S02,Mumbai,25935,5,0,124,15
2024-12-11,P002,Smartphone,Electronics,S02,Mumbai,26582,5,0,106,18
2024-12-12,P002,Smartphone,Electronics,S02,Mumbai,22937,5,0,95,11
2024-12-13,P002,Smartphone,Electronics,S02,Mumbai,23468,5,0,85,10
2024-12-14,P002,Smartphone,Electronics,S02,Mumbai,24213,8,0,65,20
2024-12-15,P002,Smartphone,Electronics,S02,Mumbai,22611,5,0,47,18
2024-12-16,P002,Smartphone,Electronics,S02,Mumbai,21118,8,0,30,17
2024-12-17,P002,Smartphone,Electronics,S02,Mumbai,21865,5,0,145,17
